const,max_depth,n_samples,threshold,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),mtr (mean),mtfa (mean),mtd (mean),mdr (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),mtr (std),mtfa (std),mtd (std),mdr (std),drifts (std),count
0.5,3,1000,0.5,0.0498496638406049,0.0337974075077748,0.3604390073942162,0.3604712683726272,0.7592363181190559,0.6308505284348264,0.3558536212730926,0.3558927203261205,0.759265978427846,0.6284308484317741,,,184.625,0.7241379310344828,8.0,,,,,,,,,,,,,,,,1
0.5,3,1000,0.55,0.0498488573161446,0.0338006336056159,0.3604390073942162,0.3604712683726272,0.7592298659233737,0.6308763372175551,0.3558536212730926,0.3558927203261205,0.7592612702693021,0.6284518370085616,,,183.875,0.7241379310344828,8.0,,,,,,,,,,,,,,,,1
1.0,2,500,0.45,0.015852829717953,0.0149243587592857,0.3604390073942162,0.3604712683726272,0.8360238989328068,0.8082020311512007,0.3558536212730926,0.3558927203261205,0.835802351818662,0.8081038302029727,,,111.93103448275862,0.0,30.0,,,,,,,,,,,,,,,,1
1.0,2,500,0.5,0.0158244400569513,0.0149297355890209,0.3604390073942162,0.3604712683726272,0.8351722091027577,0.8083633360432555,0.3558536212730926,0.3558927203261205,0.8349178583630623,0.808268412346965,,,110.79310344827586,0.0,30.0,,,,,,,,,,,,,,,,1
1.0,2,500,0.55,0.0157691662472739,0.0149323164672938,0.3604390073942162,0.3604712683726272,0.8335139948124347,0.8084407623914418,0.3558536212730926,0.3558927203261205,0.8333216474502461,0.8083493955422494,,,109.93103448275862,0.0,30.0,,,,,,,,,,,,,,,,1
1.0,2,1000,0.45,0.0494802756377995,0.0337853096408707,0.3604390073942162,0.3604712683726272,0.7562812124966126,0.6307537454995935,0.3558536212730926,0.3558927203261205,0.7563754212321251,0.6283372941214506,,,184.75,0.7241379310344828,8.0,,,,,,,,,,,,,,,,1
1.0,2,1000,0.5,0.0495738324751913,0.033786116165331,0.3604390073942162,0.3604712683726272,0.7570296671957467,0.6307601976952757,0.3558536212730926,0.3558927203261205,0.7570839911110832,0.6283418982403915,,,184.5,0.7241379310344828,8.0,,,,,,,,,,,,,,,,1
1.0,2,1000,0.55,0.0498238550578762,0.033786116165331,0.3604390073942162,0.3604712683726272,0.7590298478572258,0.6307601976952757,0.3558536212730926,0.3558927203261205,0.7590625820420892,0.628339789371944,,,183.75,0.7241379310344828,8.0,,,,,,,,,,,,,,,,1
1.0,3,500,0.45,0.0155940966710971,0.0148004766021877,0.3604390073942162,0.3604712683726272,0.8282619075271315,0.804485566438259,0.3558536212730926,0.3558927203261205,0.8280200636262811,0.8043737494533834,,,142.51724137931035,0.0,30.0,,,,,,,,,,,,,,,,1
1.0,3,500,0.5,0.015583988231195,0.0148026273340817,0.3604390073942162,0.3604712683726272,0.8279586543300685,0.8045500883950808,0.3558536212730926,0.3558927203261205,0.827732451776095,0.8044371447942066,,,141.51724137931035,0.0,30.0,,,,,,,,,,,,,,,,1
1.0,3,500,0.55,0.0156095819407344,0.0148060685051122,0.3604390073942162,0.3604712683726272,0.8287264656162492,0.804653323525996,0.3558536212730926,0.3558927203261205,0.828499713761578,0.8045420230377017,,,140.9655172413793,0.0,30.0,,,,,,,,,,,,,,,,1
1.0,3,1000,0.45,0.0495681868039693,0.0337836965919502,0.3604390073942162,0.3604712683726272,0.7569845018259713,0.6307408411082291,0.3558536212730926,0.3558927203261205,0.7570819518501222,0.6283034531144794,,,201.25,0.7241379310344828,8.0,,,,,,,,,,,,,,,,1
1.0,3,1000,0.5,0.0492980011097776,0.0337804704941091,0.3604390073942162,0.3604712683726272,0.7548230162724375,0.6307150323255004,0.3558536212730926,0.3558927203261205,0.754950595465683,0.6282715297400076,,,200.75,0.7241379310344828,8.0,,,,,,,,,,,,,,,,1
1.0,3,1000,0.55,0.0496125456492844,0.0337812770185694,0.3604390073942162,0.3604712683726272,0.7573393725884918,0.6307214845211826,0.3558536212730926,0.3558927203261205,0.7574244331672825,0.6282792975310119,,,200.0,0.7241379310344828,8.0,,,,,,,,,,,,,,,,1
