seed,n_consecutive_deviations,n_permutations,n_samples,update_interval,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1734285003,1,10,100,50,0.005920494208059056,0.002630939424997094,0.35808952238059516,0.3328332083020755,0.7784446111527882,0.5196299074768692,0.30919193466547534,0.2535892231258899,0.7793648317442052,0.5027238065844465,"[100, 108, 169, 229, 238, 262, 327, 337, 395, 515, 519, 574, 638, 689, 740, 862, 864, 867, 880, 967, 970, 987, 1008, 1018, 1088, 1175, 1286, 1343, 1345, 1347, 1350, 1417, 1537, 1599, 1665, 1669, 1772, 1775, 1779, 1936, 1939, 2079, 2191, 2237, 2361, 2368, 2507, 2510, 2588, 2726, 2858, 2932, 2936, 2940, 2999, 3038, 3060, 3169, 3260, 3338, 3405, 3412, 3417, 3569, 3620, 3713, 3718, 3769, 3834, 3841, 3948]"
1734285008,1,10,100,100,0.009621155288822205,0.003550887721930482,0.35808952238059516,0.3328332083020755,0.7429357339334833,0.4748687171792948,0.30919193466547534,0.2535892231258899,0.7439550728491747,0.44661866043928466,"[100, 103, 108, 263, 395, 591, 866, 869, 878, 985, 989, 1015, 1344, 1347, 1350, 1548, 1669, 1772, 1775, 1778, 1977, 2079, 2236, 2240, 2369, 2508, 2587, 2595, 2757, 2858, 2959, 3060, 3169, 3338, 3419, 3569, 3718, 3829, 3838, 3960]"
1734285015,1,10,100,250,0.018990858825817566,0.0055291600677947255,0.35808952238059516,0.3328332083020755,0.6999249812453113,0.4323580895223806,0.30919193466547534,0.2535892231258899,0.7017103865295614,0.3901205283015876,"[100, 104, 109, 639, 867, 879, 1013, 1346, 1350, 1600, 1779, 1978, 2239, 2587, 2859, 3414, 3420, 3720]"
1734285022,1,10,250,50,0.00755992569570964,0.0033579823527310404,0.35808952238059516,0.3328332083020755,0.781445361340335,0.5208802200550138,0.30919193466547534,0.2535892231258899,0.7840484371001344,0.5093024680898673,"[250, 258, 309, 386, 454, 515, 519, 626, 680, 746, 848, 925, 928, 1000, 1015, 1087, 1160, 1287, 1407, 1420, 1498, 1577, 1677, 1700, 1774, 1778, 1917, 2007, 2028, 2087, 2109, 2197, 2307, 2418, 2468, 2628, 2669, 2768, 2847, 3005, 3008, 3087, 3109, 3139, 3210, 3238, 3360, 3440, 3557, 3707, 3769, 3857, 3860, 3930, 3973, 3983]"
1734285029,1,10,250,100,0.01175293823455864,0.004160130941826365,0.35808952238059516,0.3328332083020755,0.7459364841210303,0.4701175293823456,0.30919193466547534,0.2535892231258899,0.7481432890105595,0.4480491587934212,"[250, 258, 389, 517, 749, 898, 927, 1015, 1160, 1287, 1412, 1497, 1675, 1699, 1821, 2006, 2028, 2159, 2449, 2517, 2665, 2769, 2890, 3108, 3138, 3239, 3438, 3568, 3717, 3720, 3865, 3970, 3979]"
1734285035,1,10,250,250,0.019857905652883808,0.005516084903578835,0.35808952238059516,0.3328332083020755,0.6956739184796199,0.4266066516629157,0.30919193466547534,0.2535892231258899,0.6943542403249292,0.39120863320362115,"[250, 253, 258, 310, 607, 924, 1013, 1018, 1419, 1499, 2008, 2510, 2768, 3137, 3440, 3569, 3866]"
1734285043,1,10,500,50,0.007229485942914299,0.003036473404065303,0.35808952238059516,0.3328332083020755,0.7629407351837959,0.5028757189297325,0.30919193466547534,0.2535892231258899,0.76451087511366,0.48370612816081576,"[500, 507, 558, 636, 640, 788, 932, 1046, 1049, 1128, 1157, 1176, 1179, 1269, 1319, 1372, 1377, 1449, 1518, 1598, 1700, 1750, 1817, 1899, 1956, 2080, 2129, 2249, 2370, 2373, 2377, 2460, 2518, 2566, 2569, 2637, 2807, 2858, 2970, 3039, 3107, 3167, 3171, 3177, 3248, 3287, 3339, 3397, 3456, 3548, 3699, 3756, 3806, 3857, 3920, 3968]"
1734285049,1,10,500,100,0.011464987458985958,0.00400857790205127,0.35808952238059516,0.3328332083020755,0.7364341085271318,0.46511627906976744,0.30919193466547534,0.2535892231258899,0.7389883117909815,0.4380514988675305,"[500, 508, 636, 790, 969, 1050, 1156, 1176, 1318, 1449, 1610, 1711, 1818, 1929, 2030, 2131, 2276, 2280, 2488, 2605, 2808, 2859, 3067, 3079, 3180, 3287, 3360, 3461, 3699, 3805, 3809, 3859, 3968]"
1734285056,1,10,500,250,0.02155226306576644,0.005532633158289571,0.35808952238059516,0.3328332083020755,0.7029257314328582,0.42135533883470866,0.30919193466547534,0.2535892231258899,0.7032274175478209,0.37628667225490664,"[500, 508, 809, 1127, 1158, 1178, 1449, 1520, 1816, 2128, 2568, 2640, 2910, 3177, 3458, 3859]"
1734285064,1,10,1000,50,0.008144081474914182,0.0034326763509059085,0.35808952238059516,0.3328332083020755,0.7164291072768192,0.4838709677419355,0.30919193466547534,0.2535892231258899,0.7195459681236522,0.46101285392189595,"[1000, 1007, 1070, 1134, 1137, 1258, 1310, 1368, 1418, 1527, 1550, 1615, 1675, 1678, 1748, 1838, 1915, 2018, 2185, 2189, 2248, 2380, 2580, 2664, 2749, 2873, 2878, 2955, 2958, 3031, 3082, 3109, 3238, 3361, 3365, 3369, 3499, 3555, 3559, 3629, 3724, 3820, 3889, 3999]"
1734285072,1,10,1000,100,0.014916772671428727,0.005860160692347,0.35808952238059516,0.3328332083020755,0.7011752938234559,0.4676169042260565,0.30919193466547534,0.2535892231258899,0.7023418570916218,0.43665307723315977,"[1000, 1008, 1140, 1259, 1419, 1528, 1559, 1659, 1676, 1916, 2048, 2188, 2550, 2668, 2959, 3108, 3365, 3555, 3560, 3670, 3729, 3840, 3889]"
1734285080,1,10,1000,250,0.023024987015984762,0.0070209860157347025,0.35808952238059516,0.3328332083020755,0.6574143535883971,0.42410602650662665,0.30919193466547534,0.2535892231258899,0.6547233921765923,0.3824876035644223,"[1000, 1007, 1310, 1628, 1675, 1679, 1930, 2188, 2747, 3136, 3139, 3559, 3888]"
1734285089,1,20,100,50,0.005920494208059056,0.002641505446784231,0.35808952238059516,0.3328332083020755,0.7784446111527882,0.5203800950237559,0.30919193466547534,0.2535892231258899,0.7795420140284252,0.5033700619306407,"[100, 106, 132, 234, 257, 308, 330, 397, 515, 519, 574, 638, 689, 740, 862, 864, 867, 879, 967, 970, 987, 1008, 1018, 1088, 1175, 1286, 1343, 1345, 1347, 1350, 1417, 1537, 1599, 1665, 1669, 1772, 1775, 1779, 1936, 1939, 1979, 2080, 2192, 2237, 2361, 2368, 2507, 2510, 2588, 2726, 2858, 2932, 2936, 2940, 2999, 3038, 3060, 3169, 3260, 3338, 3405, 3412, 3417, 3569, 3620, 3713, 3718, 3769, 3834, 3841, 3948]"
1734285095,1,20,100,100,0.009031327599341695,0.003297335961897451,0.35808952238059516,0.3328332083020755,0.746436609152288,0.47461865466366593,0.30919193466547534,0.2535892231258899,0.7474262676268946,0.4483879857916381,"[100, 103, 108, 263, 395, 591, 866, 869, 877, 880, 985, 989, 1015, 1344, 1347, 1350, 1430, 1537, 1550, 1669, 1772, 1775, 1778, 1977, 2079, 2236, 2240, 2369, 2508, 2587, 2595, 2757, 2858, 2959, 3060, 3169, 3338, 3418, 3569, 3718, 3829, 3838, 3960]"
1734285101,1,20,100,250,0.019143674807590785,0.0057375454974854835,0.35808952238059516,0.3328332083020755,0.7026756689172293,0.4361090272568142,0.30919193466547534,0.2535892231258899,0.7033761106760223,0.39517357522759133,"[100, 104, 108, 639, 866, 880, 1012, 1346, 1350, 1550, 1779, 1977, 2239, 2587, 2859, 3414, 3420, 3720]"
1734285109,1,20,250,50,0.007550994891580038,0.0033222591362126247,0.35808952238059516,0.3328332083020755,0.7809452363090773,0.5188797199299825,0.30919193466547534,0.2535892231258899,0.7831512192626043,0.5070100973453686,"[250, 256, 287, 389, 454, 515, 519, 626, 680, 746, 848, 925, 928, 1000, 1015, 1087, 1160, 1287, 1407, 1420, 1498, 1577, 1677, 1700, 1774, 1778, 1917, 2007, 2028, 2087, 2109, 2197, 2307, 2418, 2468, 2628, 2669, 2768, 2847, 3005, 3008, 3087, 3109, 3139, 3210, 3238, 3360, 3440, 3557, 3707, 3769, 3857, 3860, 3930, 3973, 3983]"
1734285115,1,20,250,100,0.011399908800729594,0.0040377741494197076,0.35808952238059516,0.3328332083020755,0.7456864216054013,0.4701175293823456,0.30919193466547534,0.2535892231258899,0.7477235296839139,0.4480491587934212,"[250, 256, 287, 389, 517, 749, 898, 927, 1015, 1160, 1287, 1412, 1497, 1675, 1699, 1821, 2006, 2028, 2159, 2449, 2517, 2665, 2769, 2890, 3108, 3138, 3239, 3438, 3568, 3717, 3720, 3865, 3970, 3979]"
1734285122,1,20,250,250,0.0196078431372549,0.005442537104864453,0.35808952238059516,0.3328332083020755,0.6914228557139285,0.4253563390847712,0.30919193466547534,0.2535892231258899,0.6906227418524777,0.38930554815067786,"[250, 253, 257, 289, 607, 924, 1013, 1018, 1419, 1499, 2008, 2510, 2768, 3137, 3440, 3569, 3866]"
1734285129,1,20,500,50,0.007329105003523608,0.0030189365523198984,0.35808952238059516,0.3328332083020755,0.7611902975743936,0.4988747186796699,0.30919193466547534,0.2535892231258899,0.7632508831038181,0.47888603485451997,"[500, 506, 536, 637, 789, 931, 1046, 1049, 1128, 1157, 1176, 1179, 1269, 1319, 1372, 1377, 1449, 1518, 1598, 1700, 1750, 1817, 1899, 1956, 2080, 2129, 2249, 2370, 2373, 2377, 2460, 2518, 2566, 2569, 2637, 2807, 2858, 2970, 3039, 3107, 3167, 3171, 3177, 3248, 3287, 3339, 3397, 3456, 3548, 3699, 3756, 3806, 3857, 3920, 3968]"
1734285136,1,20,500,100,0.011252813203300824,0.0038980333318623774,0.35808952238059516,0.3328332083020755,0.7406851712928232,0.46536634158539636,0.30919193466547534,0.2535892231258899,0.7425843759273475,0.4377956973864385,"[500, 506, 536, 637, 790, 969, 1050, 1156, 1176, 1318, 1449, 1610, 1711, 1818, 1929, 2030, 2131, 2276, 2280, 2488, 2605, 2808, 2859, 3067, 3079, 3180, 3287, 3360, 3461, 3699, 3805, 3809, 3859, 3968]"
1734285143,1,20,500,250,0.020814027036170808,0.005266022387949928,0.35808952238059516,0.3328332083020755,0.7119279819954989,0.4223555888972243,0.30919193466547534,0.2535892231258899,0.7111187221173383,0.38011645450181303,"[500, 506, 536, 810, 1127, 1158, 1178, 1449, 1520, 1816, 2128, 2568, 2640, 2910, 3177, 3458, 3859]"
1734285151,1,20,1000,50,0.008087249084998523,0.0034667757848553045,0.35808952238059516,0.3328332083020755,0.7139284821205302,0.48537134283570893,0.30919193466547534,0.2535892231258899,0.7167055822350423,0.46435221079734024,"[1000, 1006, 1030, 1134, 1137, 1258, 1310, 1368, 1418, 1527, 1550, 1615, 1675, 1678, 1748, 1838, 1915, 2018, 2185, 2189, 2248, 2380, 2580, 2664, 2749, 2873, 2878, 2955, 2958, 3031, 3082, 3109, 3238, 3361, 3365, 3369, 3499, 3555, 3559, 3629, 3724, 3820, 3889, 3999]"
1734285158,1,20,1000,100,0.01439943319163124,0.005647245144619488,0.35808952238059516,0.3328332083020755,0.7036759189797449,0.4683670917729432,0.30919193466547534,0.2535892231258899,0.7046115391367941,0.4383797989266687,"[1000, 1006, 1030, 1138, 1260, 1419, 1528, 1559, 1659, 1676, 1916, 2048, 2188, 2550, 2668, 2959, 3108, 3365, 3555, 3560, 3670, 3729, 3840, 3889]"
1734285166,1,20,1000,250,0.02148751473582681,0.006644518272425249,0.35808952238059516,0.3328332083020755,0.6589147286821705,0.425856464116029,0.30919193466547534,0.2535892231258899,0.6571672656044897,0.3854901372898864,"[1000, 1006, 1030, 1310, 1628, 1675, 1679, 1930, 2188, 2747, 3136, 3139, 3559, 3888]"
1734285175,1,40,100,50,0.005481633566286308,0.002474302786222872,0.35808952238059516,0.3328332083020755,0.7746936734183546,0.5208802200550138,0.30919193466547534,0.2535892231258899,0.7762815193133406,0.5033634241138556,"[100, 105, 109, 169, 229, 238, 262, 327, 337, 395, 515, 519, 574, 638, 689, 740, 862, 864, 867, 879, 967, 970, 987, 1008, 1018, 1088, 1175, 1286, 1343, 1345, 1347, 1350, 1417, 1429, 1534, 1537, 1550, 1601, 1665, 1669, 1772, 1775, 1779, 1809, 1929, 1977, 2079, 2191, 2237, 2361, 2368, 2507, 2510, 2588, 2726, 2858, 2932, 2936, 2940, 2999, 3038, 3060, 3169, 3260, 3338, 3405, 3412, 3417, 3569, 3620, 3713, 3718, 3769, 3834, 3841, 3948]"
1734285181,1,40,100,100,0.008546581089716874,0.0031619015865077377,0.35808952238059516,0.3328332083020755,0.7426856714178545,0.4751187796949237,0.30919193466547534,0.2535892231258899,0.7438502868342534,0.450023816333424,"[100, 103, 107, 135, 169, 258, 395, 591, 866, 869, 877, 880, 985, 989, 1015, 1344, 1347, 1350, 1429, 1537, 1550, 1669, 1772, 1775, 1778, 1977, 2079, 2236, 2240, 2369, 2508, 2587, 2595, 2757, 2858, 2959, 3060, 3169, 3338, 3418, 3569, 3718, 3829, 3838, 3960]"
1734285187,1,40,100,250,0.017604401100275065,0.005076269067266817,0.35808952238059516,0.3328332083020755,0.7101775443860965,0.43435858964741186,0.30919193466547534,0.2535892231258899,0.7128429517828374,0.39872329907772625,"[100, 103, 107, 135, 170, 263, 519, 866, 879, 1010, 1347, 1598, 1778, 1977, 2239, 2587, 2859, 3414, 3420, 3720]"
